,content,score,content_clean
317,"sebenernya apk nya bagus. tapi habis di update malah muncul bug ""posting..."" padahal saya sedang tidak memposting. mengganggu banget karena saya jadi nggak bisa ganti ke akun saya yang lain. apalagi saya udah kirim komplain tapi tidak ditindak lanjuti sampai sekarang",3,sebenernya apk nya bagus habis update muncul bug posting memposting ganggu banget ganti akun kirim komplain tindak lanjut
215,Maaf sebelumnya tapi ini kenapa ya setiap foto atau bikin vidio dari Instagram kok gak bisa masuk ke galeri dan setiap mau bikin story ig pas mau di kasih lagu kadang lagunya tidak tersedia atau tidak dapat di gunakan Mohon perbaikan nya🙏🏻,1,maaf ya foto bikin video instagram masuk galeri bikin story ig pas kasih lagu kadang lagu sedia mohon baik nya
31,"Kurang ramah aplikasi instagram ini selalu ada bug yang ada di fitur-fitur terbaru, gak kayak instagram zaman dulu.. Sekarang saya ingin masuk ke story banyak video yang kurang ramah dan benar benar tidak mendidik, saya ingin masuk tambah ke cerita sendiri ingin foto menambah fitur-fitur yang ada instagram kenapa foto bisa menjadi video padahal cuman foto pengen nambah fitur fitur ig malah jadi video.. Mohon perbaiki",3,ramah aplikasi instagram bug fiturfitur baru instagram zaman masuk story video ramah didik masuk cerita foto tambah fiturfitur instagram foto video foto tambah fitur fitur ig video mohon baik
436,Ini IG lagi error apa gmn sih? Postingan yg pake lagu dari Instagram jd gk muncul lagunya. Trus ada postingan video jg nge freeze GK bs diputar.,4,ig error sih postingan pakai lagu instagram muncul lagu postingan video nge freeze putar
22,"Tiap baca caption panjang pasti loncat.. ke konten lain dibawah.. gak ada tombol ""terbaru"" dalam pencarian.. kalo bisa adakanlah.. konten yang dicari tanggalnya acak-acakan, maunya terkini disuguhin 2-3 thn lalu 😌 scroll kebawah baru nemu postingan terkini, tapi gak sesuai dengan yang dicari, seakan fitur pencarian itu gak ada gunanya",3,baca caption loncat konten bawah tombol baru cari adakan konten cari tanggal acakacakan mau kini disuguhin scroll bawah temu postingan kini sesuai cari akan fitur cari guna
110,"fitur musik buat story jadi tiba² tidak tersedia, terus ada juga yg dari satu band cuma ada 2 lagu doang,padahal sebelum update aman² aja malah lengkap semua judul ada, kalo ginimah bukan update si, jatohnya ""Downgrade"" , sorry Meta, kalo kerja yg bener dong, jangan fokus akuisisi doang hehehe",1,fitur musik story tiba sedia band lagu doangpadahal update aman lengkap judul ginimah update si jatohnya downgrade sorry meta kerja bener fokus akuisisi hehehe
488,Apk nya bagus tapi kenapa ya kok saat aku mau pakek filter kamera depan filternya malah jadi ngeblur di muka? Tolong bantu jawab dong soalnya aku udah download berkali kali tapi masih tetep sama aja. Apa emang kameraku ya yg error? Aku bingung gatau mau diapain lagi. Tapi saat aku cek di kamera bawaan hp semuanya normal cuma di Instagram aja yang gitu,4,apk nya bagus ya pakai filter kamera filter ngeblur muka tolong bantu download kali kali emang kamera ya error bingung tau diapain cek kamera bawa hp normal instagram
11,"Instagram. Anda mengecewakan saya. 1 bug catatan musik tidak bisa digunakan walaupun sudah diupdate apknya, 2. Lagu dan liriknya tidak ada saat ingin membikin postingan 3. Akun sering hilang sendirinya 4. Kdng terkeluar sendri 5. Filter ig skrng menjadi buram dan tidak menyatu, pas sy coba di hp tmn sy baik"" aja tuh, udh saya cobain hpus data, download ulang msih saja filternya buram dan tidak menyatu, tolong diperbaiki tentang bug ini. Karna saya sebagai pengguna Ig sgt Tdk suka dengan bug ini.",1,instagram kecewa bug catat musik diupdate apknya lagu lirik bikin postingan akun hilang kdng keluar sendri filter ig buram satu pas coba hp teman tuh cobain hpus data download ulang filter buram satu tolong baik bug guna ig suka bug
192,"Mohon di perbaiki lagi sistem ungahan storiesny/hilangkan, padahal sudah di aktifkan mode resolusi tinggi tetap saja unggahan storiesny menjadi blur!! Mengkecewa!!!",1,mohon baik sistem ungahan storiesnyhilangkan aktif mode resolusi unggah storiesny blur kecewa
472,Setelah di update makin burik ku kira hp ku doang ternyata temen² juga ngalamin hal yg sama filternya jadi ga nyatu ama muka lebih baik tidak usah di update daripada di update tapi malah ga bener kek gini lebih suka yg dulu filternya lebih nyatu daripada kek gini makin jelek bgt updateannya,1,update burik ku hp ku temen ngalamin filter nyatu muka update update bener suka filter nyatu jelek banget updateannya
181,"Kecewa bngt kenapa Instagram sekarang banyak berubah efek"" ig bnyak yg tidak bisa di gunakan dengan benar ketika di gunaka akan muncul makeup yang aneh tidak seperti sebelumnya tolong pihak Instagram di perbaiki agar seperti semula",2,kecewa bngt instagram ubah efek ig bnyak gunaka muncul makeup aneh tolong instagram baik
92,Ini kenapa ya Saat saya mau pake filter untuk mengambil gambar filter untuk di muka nya menjadi buram itu bukan satu atau dua hampir tiap semua filter padahal kamera saya saat di kamera biasa/bwaan android cerah dan tidak ada kendala,3,ya pakai filter ambil gambar filter muka nya buram filter kamera kamera biasabwaan android cerah kendala
107,"Saya pengguna instagram lumayan udh lama dan suka"" aja, tpi sekarang kurang suka karena setiap bikin story musik yg dicari ngga ada, yg muncul mlh musik yg saya ngga tau. Terimakasih instagram, kali ini saya kecewa.",1,guna instagram lumayan suka suka bikin story musik cari muncul musik tau terimakasih instagram kali kecewa
226,"Bingung dan kecewa knpa filternya ada yang tidak jelas,kukira hp nya,tapi pas di coba di kamera biasa Engga ada masalah sudah di hapus aplikasinya trus di download lagi sama saja tidak ada yang berubah,tolong minta solusi nya kalo ada yang sama tapi sudah kembali ke semula🙏",3,bingung kecewa filter jelaskukira hp nyatapi pas coba kamera hapus aplikasi download berubahtolong solusi nya
457,"kenapa story Instagram di hp saya tidak bisa memakai music lokal dan music yang ingin saya pakai tertulis dipencarian music tidak ditemukan, dan akun saya sudah saya ubah menjadi akun pribadi, tidak juga bisa menggunakan music tersebut, dan sudah berulang kali saya menghapus aplikasi tersebut dan juga hapus cache dari aplikasi ini tetap juga tidak bisa. mohon bantuannya dari pihak aplikasi agar ketidaknyamanan saya bisa di hilangkan dan akun Instagram saya kembali normal, secepatnya🙏",1,story instagram hp pakai musik lokal musik pakai tulis cari musik temu akun ubah akun pribadi musik ulang kali hapus aplikasi hapus cache aplikasi mohon bantu aplikasi ketidaknyamanan hilang akun instagram normal cepat
263,Kecewa banget sama Instagram yang sekarang. Filternya pada blur semua jadi ga bisa buat foto kyk dulu! Tolong di perbaiki lagi yaaaa😭,1,kecewa banget instagram filter blur foto tolong baik yaaaa
249,"Kecewa banget sama aplikasi Instagram ini,,setiap saya foto menggunakan aplikasi Instagram kenapa si fotonya ga langsung tersimpan ke galeri jadi harus nunggu waktu 1hari dulu baru muncul ada di galeri. Mohon kerja sama nya🙏",1,kecewa banget aplikasi instagram inisetiap foto aplikasi instagram si foto langsung simpan galeri nunggu muncul galeri mohon kerja nya
108,"Hi Ig. Saya sudah update reels terbaru dan ingin share ke story, tetapi tidak bisa. Selalu ada muncul tulisan ""ada masalah. Harap coba lagi. "" Dan ini sudah mengganti device dan akun lain untuk share. Tolong perbaiki bug ini secepatnya, terimakasih.",1,hi ig update reels baru share story muncul tulis harap coba ganti device akun share tolong baik bug cepat terimakasih
229,"Instagram reels banyak sekali konten sensitif seperti kecelakaan,video 18+,kekerasan,dll tolong blokir akun² seperti itu...jujur saja itu sangat mengganggu kenyamanan ketika menonton,niatnya mau cari hiburan malah liat konten² kek gitu!!!! Tolong tindak lanjuti seperti apk tiktok yang cukup tegas dalam penanganan hal tsb!!! 😡",1,instagram reels konten sensitif kecelakaanvideo kekerasandll tolong blokir akun itujujur ganggu nyaman menontonniatnya cari hibur lihat konten tolong tindak lanjut apk tiktok tangan
452,"aneh, sya sudah mengupdate Instagram saya berulangkali dan di akun saya tetap tidak ada fitur terbaru. tolong perbaiki kesalahan seperti ini @instagram permasalahan klasik yg sejak dulu ada namun sampai sekarang tidak ada perbaikan",2,aneh mengupdate instagram berulangkali akun fitur baru tolong baik salah instagram masalah klasik baik
443,"kebanyakan dari permasalahannya soal music, saya pun sama, share music spotify ke ig story video album covernya ga ada, dulu sebelum di update ga ada masalah soal ini",1,banyak masalah musik share musik spotify ig story video album covernya update
314,"Kenapa makin lama makin gajelas, mau buat story musiknya pada gada. Padahal bukan akun profesional atau bisnis, terus ngga bisa ngesave foto. Lama banget ke savenya",1,story musik akun profesional bisnis ngesave foto banget savenya
73,Ini Instagram kenapa ya aku kan punya dua 2 akun Instagram. Akun satu nya bisa pakai vitur musik kalo di cari ada. Tapi kok di akun satunya gak ada musik malahan kalo di cari musik tidak tersedia. Jadi nya buat emosi,1,instagram ya akun instagram akun nya pakai vitur musik cari akun satu musik cari musik sedia nya emosi
156,"Instagram sekarang makin ga jelas🥲foto lama bgt kesimpen ke galerinya banyak bug ya,musik juga,tolong dong cepet di tangani,udah termasuk aplikasi bagus tapi pas akhir september jadi ga bagus lagi:)",1,instagram jelasfoto banget kesimpen galeri bug yamusik jugatolong cepat tanganiudah aplikasi bagus pas september bagus
212,"kecewa sama Instagram kukira setelah di update bakal lebih bagus, ternyata malah tambah jelek, gabisa nyimpan foto ke galeri, musiknya pun ngga ada, gatau lagi sama Instagram sekarang",2,kecewa instagram kira update bagus jelek nyimpan foto galeri musik tau instagram
184,"kecewa banget sama Instagram yang sekarang, setelah di update, bukannya makin bagus malah makin buruk, yang dipaling dirasakan tuh pas nambahin musik, musiknya ngk ada, ditemukan. kecewa banget dahhhhh",1,kecewa banget instagram update bagus buruk paling rasa tuh pas nambahin musik musik temu kecewa banget dahhhhh
334,"ternyata banyak juga yang komplain tentang musik. saya sudah mencoba berbagai cara loh, ganti jenis akun, uninstall berkali"", tetep aja deh.. saya kira hanya akun saya saja yang bermasalah, ternyata yang lain juga. gimana ya ini?? apa harus diam & menunggu saja?",1,komplain musik coba loh ganti jenis akun uninstall kali deh akun masalah ya diam tunggu
414,"Tolong dong fitur 2touch like nya itu di hapus, (kalo bisa di setting cara ngilangin nya gimana). Gua jadi salah paham ama temen gua, niat nya cuman scroll² doang eh ternyata malah kepencet like gara² 2touch.",4,tolong fitur touch like nya hapus setting hilang nya salah paham temen niat nya scroll eh pencet like gara touch
441,"kenapa lagi nih ig reels, perasaan dulu fyp nya banyak yang berasal dari luar negeri, kenapa sekarang fyp nya indonesia semua???? apa algoritma nya diganti???? mohon kembalikan algoritma ig reels seperti sedia kala.",1,nih ig reels asa fyp nya asal negeri fyp nya indonesia algoritma nya ganti mohon kembali algoritma ig reels sedia
446,"ini kenapa ya kok setiap foto lewat ig, pas fotonya udah disimpan masuk ke galerinya lama banget? padahal kalo lewat ig nya sendiri fotonya udah ada, tp pas di album atau mau up di sw fotonya gaada?",3,ya foto ig pas foto simpan masuk galeri banget ig nya foto pas album up sw foto
9,"Semakin Di Perbaharui Fitur nya semakin jelek,terkadang kalo mau menggunakan filter jadi ke blur sendiri,dan kalo ingin bikin Status nya lagu nya inggris semua nggak bisa pakai lagu yang di inginkan,tolong dong fiturnya di perbaiki lagi!.",1,baharu fitur nya jelekterkadang filter blur sendiridan bikin status nya lagu nya inggris pakai lagu inginkantolong fiturnya baik
425,"Menurut sya dulu instagram lebih bagus karena ga ada ngeleg nya tapi kok habis di update jadi ngeleg terus, kuota sya banyak trs buat buka ig kok malah tidak dapat memuat ulang kabar beranda? Ayo balikin ig kaya dulu lagi sebelum turun jadi bintang 1 makasih maaf klo ad slh kata.",3,instagram bagus ngeleg nya habis update ngeleg kuota buka ig muat ulang kabar beranda ayo balikin ig kaya turun bintang terimakasih maaf salah
144,"Kecewa sm Instagram skrg setelah diperbarui. Gak kyk Instagram yg dulu. Mau bikin story pakai lagu gak bs. Trus kalo mau ngesave dari Instagram ke hp lodingnya lama banget harus nunggu 24jam gitu. Tolong dong ini Instagram jgn gini, atau aku uninstall aja apk nya ini!!! KECEWA ‼️‼️‼️",1,kecewa instagram baru instagram bikin story pakai lagu ngesave instagram hp lodingnya banget nunggu jam tolong instagram uninstall apk nya kecewa
261,"Kenapa sya kasih bintang 1, karena sya ada foto/video di apk Ig dan saya simpan, itu tersimpan hanya di ig nya saja, pas saya buka di gelari saya malah gak ada, saya coba simpan lagi, tetap saja, tetap tidak ada di dalam geleri, tolong bagi pihak Ig ini harus di perhatikan, kalau mmng ini gak di perhatikan mnding foto pake apk tetangga aja, walaupun ngeleg² dikit, yg penting bisa tersimpan di geleri, dari pada foto²/video tapi gak kesimpan percuma saja, maaf sekali lagi, kalo saya sdkt tdk sopan",1,kasih bintang fotovideo apk ig simpan simpan ig nya pas buka gelar coba simpan geler tolong ig perhati mmng perhati mending foto pakai apk tetangga ngeleg simpan geler foto video simpan maaf sopan
382,Ini ko Instagram sekarang gabisa di simpen ke galeri kenapa? Padahal sudah di update terus. Aku pikir emang mungkin hpnya tapi ternyata ngga juga hasilnya ttp sama meskipun pake hp lain. Tolong jelasin ini kenapa ? Sumpah kecewa banget,1,ko instagram simpan galeri update pikir emang hpnya hasil ttp pakai hp tolong jelasin sumpah kecewa banget
475,"erorr anjayyy, pas upload feed mkee audio trs teriba audio nya hilang trs klo mke akun di dua hp juga kadang keluar sendiri akun nya dr hp satunya, kek kesel aja udh nyari audio yg bagus"" pas di upload hilang audio nyaa😤",1,erorr anjayyy pas upload feed mkee audio teriba audio nya hilang mke akun hp kadang akun nya hp satu kesel nyari audio bagus pas upload hilang audio nyaa
255,"Untuk menyimpan foto/video sangat susah sekali,dan beberapa dari foto/videonya tidak tersimpan di galeri.. Sangat mengecewakan, tolong diperbaiki lagi performa nya.",2,simpan fotovideo susah sekalidan fotovideonya simpan galeri kecewa tolong baik performa nya
21,"Mohon maaf banget nih instagram, kenapa lagu yang kita cari tidak dapat ditemukan, setiap kita bikin story di ig kita mau nambahin lagu yang kita suka contohnya lagu BTS, itu gak ada.... Kenapa bisa begitu? Terus pada laporakan masalah malah gk bisa-bisa, tetap aja dihalaman itu gak ada perkembangan sama sekali... Sebagai pengguna instagram kecewa sama fitur ini. Mohon perbaikannya segera!!!!",1,mohon maaf banget nih instagram lagu cari temu bikin story ig nambahin lagu suka contoh lagu bts laporakan bisabisa halaman kembang guna instagram kecewa fitur mohon baik
